channelID,userChannelID,channelURL,timeShift,channelSDP,timeShiftURL,channelLogoStruct,channelPurchased,channelFECPort,channelType,channelName,group,timeShiftPublished,rtpAvailable,rtspAvailable
01010001000000050000000000000011,131,igmp://239.3.1.235:8000,True,igmp://239.3.1.235:8000,rtsp://61.135.88.136/PLTV/88888892/224/3221225804/10000100000000060000000000025033_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,BTV国际频道,BRTV频道,True,True,True
01010001000000050000000000000010,128,igmp://239.3.1.234:8000,False,igmp://239.3.1.234:8000,rtsp://61.135.88.136/PLTV/88888892/224/3221225879/10000100000000060000000000025505_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,BRTV卡酷少儿,BRTV频道,False,True,False
01010001000000050000000000000004,124,igmp://239.3.1.228:8000,False,igmp://239.3.1.228:8000,rtsp://61.135.88.136/PLTV/88888892/224/3221225813/10000100000000060000000000025038_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,BRTV影视,BRTV频道,False,True,False
01010001000000050000000000000019,26,igmp://239.3.1.243:8000,False,igmp://239.3.1.243:8000,rtsp://61.135.88.136/PLTV/88888892/224/3221225809/10000100000000060000000000025032_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,BRTV体育休闲高清,BRTV频道,False,True,False
00005000000000000000000000000248,139,igmp://239.3.1.52:4120,True,igmp://239.3.1.52:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226063/10000100000000060000000000384747_0.smil,,True,0,1,山东教育,卫视频道,False,True,True
01010001000000050000000000000322,301,igmp://239.3.1.96:8001,True,igmp://239.3.1.96:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226077/10000100000000060000000000405017_0.smil,,True,0,null,房山电视台,无分类,False,True,True
01010001000000050000000000000328,34,igmp://239.3.1.102:8001,True,igmp://239.3.1.102:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226071/10000100000000060000000000405011_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,萌宠TV,无分类,False,True,True
01010001000000050000000000000329,520,igmp://239.3.1.104:8001,False,igmp://239.3.1.104:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226058/10000100000000060000000000405010_0.smil,,True,0,null,4K测试,无分类,False,False,False
01010001000000050000000000000330,521,igmp://239.3.1.103:8001,False,igmp://239.3.1.103:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226069/10000100000000060000000000405009_0.smil,,True,0,null,高清测试,无分类,False,False,False
01010001000000050000000000000326,39,igmp://239.3.1.100:8001,True,igmp://239.3.1.100:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226073/10000100000000060000000000405013_0.smil,,True,0,null,淘娱乐,无分类,False,True,True
00000001000000050000000000000573,4,igmp://239.3.1.105:8092,True,igmp://239.3.1.105:8092,rtsp://61.135.88.136/PLTV/88888892/224/3221226081/10000100000000060000000000545704_0.smil,,True,0,1,CCTV-4高清,CCTV频道,True,True,True
00000001000000050000000000000589,163,igmp://239.3.1.155:4120,True,igmp://239.3.1.155:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226088/10000100000000060000000000793947_0.smil,,True,0,1,三沙卫视,卫视频道,True,True,True
00000001000000050000000000000568,76,igmp://239.3.1.57:8152,True,igmp://239.3.1.57:8152,rtsp://61.135.88.136/PLTV/88888892/224/3221226065/10000100000000060000000000384776_0.smil,,True,0,1,CETV1高清,卫视频道,True,True,True
00000001000000050000000000000569,77,igmp://239.3.1.58:8156,True,igmp://239.3.1.58:8156,rtsp://61.135.88.136/PLTV/88888892/224/3221226050/10000100000000060000000000384062_0.smil,,True,0,1,金鹰纪实高清,卫视频道,False,True,True
00005000000000000000000000000251,172,igmp://239.3.1.54:4120,True,igmp://239.3.1.54:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226067/10000100000000060000000000384778_0.smil,,True,0,1,CETV2,卫视频道,False,True,True
00005000000000000000000000000250,173,igmp://239.3.1.55:4120,True,igmp://239.3.1.55:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226056/10000100000000060000000000384779_0.smil,,True,0,1,CETV3,无分类,False,False,False
00005000000000000000000000000252,174,igmp://239.3.1.56:4120,True,igmp://239.3.1.56:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226054/10000100000000060000000000384777_0.smil,,True,0,1,CETV4,卫视频道,True,True,True
00000001000000050000000000000590,380,igmp://239.3.1.157:8176,False,igmp://239.3.1.157:8176,rtsp://61.135.88.136/PLTV/88888892/224/3221226103/10000100000000060000000000793948_0.smil,,True,0,1,体育赛事高清,无分类,False,False,False
00000001000000050000000000000588,56,igmp://239.3.1.156:8148,True,igmp://239.3.1.156:8148,rtsp://61.135.88.136/PLTV/88888892/224/3221226101/10000100000000060000000000793946_0.smil,,True,0,1,东南卫视高清,卫视频道,True,True,True
00000001000000050000000000000587,15,igmp://239.3.1.153:8136,True,igmp://239.3.1.153:8136,rtsp://61.135.88.136/PLTV/88888892/224/3221226099/10000100000000060000000000753287_0.smil,,True,0,1,CCTV-15高清,CCTV频道,True,True,True
00000001000000050000000000000583,11,igmp://239.3.1.152:8120,True,igmp://239.3.1.152:8120,rtsp://61.135.88.136/PLTV/88888892/224/3221226086/10000100000000060000000000753288_0.smil,,True,0,1,CCTV-11高清,CCTV频道,True,True,True
00000001000000050000000000000575,73,igmp://239.3.1.148:8072,True,igmp://239.3.1.148:8072,rtsp://61.135.88.136/PLTV/88888892/224/3221226082/10000100000000060000000000736149_0.smil,,True,0,1,河北卫视高清,卫视频道,True,True,True
00000001000000050000000000000577,55,igmp://239.3.1.149:8076,True,igmp://239.3.1.149:8076,rtsp://61.135.88.136/PLTV/88888892/224/3221226097/10000100000000060000000000736148_0.smil,,True,0,1,贵州卫视高清,卫视频道,True,True,True
01010001000000050000000000000364,24,igmp://239.3.1.158:8000,True,,rtsp://61.135.88.136/PLTV/88888892/224/3221226094/10000100000000060000000000804258_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,1,BRTV影视高清,BRTV频道,True,True,False
01010001000000050000000000000365,29,igmp://239.3.1.159:8000,True,,rtsp://61.135.88.136/PLTV/88888892/224/3221226092/10000100000000060000000000804251_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,1,BRTV新闻高清 ,BRTV频道,True,True,True
01010001000000050000000000000370,3,igmp://239.3.1.172:8001,True,igmp://239.3.1.172:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226100/10000100000000060000000000831268_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,1,CCTV-3高清,CCTV频道,True,True,True
01010001000000050000000000000371,5,igmp://239.3.1.173:8001,True,igmp://239.3.1.173:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226113/10000100000000060000000000831269_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,1,CCTV-5高清,CCTV频道,True,True,False
01010001000000050000000000000372,6,igmp://239.3.1.174:8001,False,igmp://239.3.1.174:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226102/10000100000000060000000000831270_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,1,CCTV-6高清,CCTV频道,False,True,True
01010001000000050000000000000375,8,igmp://239.3.1.175:8001,True,igmp://239.3.1.175:8001,rtsp://61.135.88.136/PLTV/88888892/224/3221226115/10000100000000060000000000831271_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,CCTV-8高清,CCTV频道,True,True,False
01010001000000050000000000000383,31,igmp://239.3.1.178:8001,True,,rtsp://61.135.88.136/PLTV/88888892/224/3221226112/10000100000000060000000000919741_0.smil,,True,0,1,淘精彩,无分类,False,False,False
01010001000000050000000000000397,28,igmp://239.3.1.189:8000,True,,rtsp://61.135.88.136/PLTV/88888892/224/3221226133/10000100000000060000000000943150_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,1,BRTV卡酷少儿高清,BRTV频道,False,True,False
01010001000000050000000000000384,19,igmp://239.3.1.179:8001,True,,rtsp://61.135.88.136/PLTV/88888892/224/3221226114/10000100000000060000000000930190_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,1,聚鲨环球精选,体验频道,True,True,True
00000001000000050000000000000545,401,igmp://239.3.1.236:2000,False,igmp://239.3.1.236:2000,rtsp://61.135.88.136/PLTV/88888892/224/3221226046/10000100000000060000000000323100_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,爱上4K,无分类,False,True,True
00000001000000050000000000000088,158,igmp://239.3.1.45:8304,True,igmp://239.3.1.45:8304,rtsp://61.135.88.136/PLTV/88888892/224/3221225842/10000100000000060000000000025071_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,海南卫视,卫视频道,False,True,True
00000001000000050000000000000096,157,igmp://239.3.1.44:8184,True,igmp://239.3.1.44:8184,rtsp://61.135.88.136/PLTV/88888892/224/3221225847/10000100000000060000000000025070_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,青海卫视,卫视频道,False,True,True
00000001000000050000000000000086,152,igmp://239.3.1.39:8300,True,igmp://239.3.1.39:8300,rtsp://61.135.88.136/PLTV/88888892/224/3221225840/10000100000000060000000000025069_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,广西卫视,卫视频道,True,True,True
00000001000000050000000000000098,156,igmp://239.3.1.43:8176,True,igmp://239.3.1.43:8176,rtsp://61.135.88.136/PLTV/88888892/224/3221225845/10000100000000060000000000025068_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,内蒙古卫视,卫视频道,True,True,True
00000001000000050000000000000511,363,igmp://239.3.1.79:4120,True,igmp://239.3.1.79:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226017/10000100000000060000000000285651_0.smil,,True,0,null,早教,无分类,False,True,True
00000001000000050000000000000506,359,igmp://239.3.1.75:4120,True,igmp://239.3.1.75:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226013/10000100000000060000000000285647_0.smil,,True,0,null,解密,无分类,False,True,True
00000001000000050000000000000267,47,igmp://239.3.1.138:8044,True,igmp://239.3.1.138:8044,rtsp://61.135.88.136/PLTV/88888892/224/3221225956/10000100000000060000000000146903_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,湖北卫视高清,卫视频道,True,True,False
01010001000000050000000000000009,129,igmp://239.3.1.233:8000,False,igmp://239.3.1.233:8000,rtsp://61.135.88.136/PLTV/88888892/224/3221225811/10000100000000060000000000025034_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,BRTV新闻,BRTV频道,False,True,False
00000001000000050000000000000099,155,igmp://239.3.1.42:8172,True,igmp://239.3.1.42:8172,rtsp://61.135.88.136/PLTV/88888892/224/3221225843/10000100000000060000000000025066_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,山西卫视,卫视频道,True,True,True
00000001000000050000000000000090,154,igmp://239.3.1.41:8140,True,igmp://239.3.1.41:8140,rtsp://61.135.88.136/PLTV/88888892/224/3221225836/10000100000000060000000000025065_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,陕西卫视,卫视频道,True,True,True
00000001000000050000000000000153,18,igmp://239.3.1.130:8004,True,igmp://239.3.1.130:8004,rtsp://61.135.88.136/PLTV/88888892/224/3221225819/10000100000000060000000000025043_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,CCTV-5+,CCTV频道,False,True,False
00000001000000050000000000000512,364,igmp://239.3.1.80:4120,True,igmp://239.3.1.80:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226024/10000100000000060000000000285652_0.smil,,True,0,null,动画,无分类,False,True,True
00000001000000050000000000000513,365,igmp://239.3.1.81:4120,True,igmp://239.3.1.81:4120,rtsp://61.135.88.136/PLTV/88888892/224/3221226019/10000100000000060000000000285653_0.smil,,True,0,null,好学生,无分类,False,True,True
00000001000000050000000000000069,142,igmp://239.3.1.29:8288,True,igmp://239.3.1.29:8288,rtsp://61.135.88.136/PLTV/88888892/224/3221225831/10000100000000060000000000025055_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,四川卫视,卫视频道,True,True,True
00000001000000050000000000000060,164,igmp://239.3.1.26:8108,True,igmp://239.3.1.26:8108,rtsp://61.135.88.136/PLTV/88888892/224/3221225827/10000100000000060000000000025051_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,云南卫视,卫视频道,True,True,True
00000001000000050000000000000106,204,igmp://239.3.1.196:9012,True,igmp://239.3.1.196:9012,rtsp://61.135.88.136/PLTV/88888892/224/3221225850/10000100000000060000000000025079_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,魅力时尚,无分类,False,True,True
00000001000000050000000000000108,202,igmp://239.3.1.194:9020,True,igmp://239.3.1.194:9020,rtsp://61.135.88.136/PLTV/88888892/224/3221225855/10000100000000060000000000025078_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,热播剧场,无分类,False,True,True
00000001000000050000000000000151,169,igmp://239.3.1.51:9252,True,igmp://239.3.1.51:9252,rtsp://61.135.88.136/PLTV/88888892/224/3221225846/10000100000000060000000000025075_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,金鹰卡通,卫视频道,True,True,True
00000001000000050000000000000110,201,igmp://239.3.1.193:8012,True,igmp://239.3.1.193:8012,rtsp://61.135.88.136/PLTV/88888892/224/3221225853/10000100000000060000000000025076_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,收视指南,无分类,False,True,True
00000001000000050000000000000198,44,igmp://239.3.1.135:8028,True,igmp://239.3.1.135:8028,rtsp://61.135.88.136/PLTV/88888892/224/3221225881/10000100000000060000000000025507_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,江苏卫视高清,卫视频道,True,True,False
00005000000000000000000000000263,45,igmp://239.3.1.136:8032,True,igmp://239.3.1.136:8032,rtsp://61.135.88.136/PLTV/88888892/224/3221225883/10000100000000060000000000025534_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,东方卫视高清,卫视频道,True,True,False
00000001000000050000000000000152,1,igmp://239.3.1.129:8008,True,igmp://239.3.1.129:8008,rtsp://61.135.88.136/PLTV/88888892/224/3221225880/10000100000000060000000000025506_0.smil,"{'channelLogURL': None, 'positionX': 0, 'positionY': 0, 'interval': 0, 'beginTime': 'null', 'lasting': 'null'}",True,0,null,CCTV-1高清,CCTV频道,True,True,False
